"x.R.Phase3","R.fit","R.upr","R.lwr","x.G.Phase3","G.fit","G.upr","G.lwr"
0,0.0288581611309333,0.0296502295909161,0.0280660926709505,0,Inf,NA,NA
0.202020202020202,0.0283727167646903,0.0291375455592469,0.0276078879701337,0.202020202020202,0.0564718619036652,0.0591863830035498,0.0537573408037805
0.404040404040404,0.0278872723984472,0.0286249367653203,0.0271496080315741,0.404040404040404,0.0478073603248353,0.0499497004444211,0.0456650202052496
0.606060606060606,0.0274018280322042,0.0281124118378273,0.026691244226581,0.606060606060606,0.0427389518137806,0.0445473752838066,0.0409305283437547
0.808080808080808,0.0269163836659611,0.0275999807438962,0.026232786588026,0.80808080808081,0.0391428587460055,0.0407149734516534,0.0375707440403575
1.01010101010101,0.026430939299718,0.0270876550514684,0.0257742235479677,1.01010101010101,0.0363535122595842,0.0377428683260408,0.0349641561931276
1.21212121212121,0.025945494933475,0.0265754482537463,0.0253155416132037,1.21212121212121,0.0340744502349507,0.0353149890132056,0.0328339114566959
1.41414141414141,0.0254600505672319,0.0260633761727988,0.0248567249616651,1.41414141414141,0.0321475307491613,0.0332627481648035,0.0310323133335192
1.61616161616162,0.0249746062009889,0.0255514574646891,0.0243977549372887,1.61616161616162,0.0304783571671756,0.0314855290397488,0.0294711852946025
1.81818181818182,0.0244891618347458,0.0250397142555202,0.0239386094139715,1.81818181818182,0.029006041723896,0.0299184479075777,0.0280936355402144
2.02020202020202,0.0240037174685028,0.0245281729471628,0.0234792619898427,2.02020202020202,0.0276890106807544,0.028517220682026,0.0268608006794828
2.22222222222222,0.0235182731022597,0.0240168652438551,0.0230196809606643,2.22222222222222,0.0264976111821284,0.027250282045461,0.0257449403187958
2.42424242424242,0.0230328287360167,0.0235058294672137,0.0225598280048196,2.42424242424242,0.0254099486561209,0.0260943495234697,0.0247255477887721
2.62626262626263,0.0225473843697736,0.0229951122483485,0.0220996564911987,2.62626262626263,0.024409396123467,0.0250317707997135,0.0237870214472205
2.82828282828283,0.0220619400035305,0.0224847707123036,0.0216391092947574,2.82828282828283,0.0234830291703314,0.0240488587765018,0.0229171995641611
3.03030303030303,0.0215764956372875,0.0219748753014246,0.0211781159731504,3.03030303030303,0.0226206021696997,0.0231348046833455,0.0221063996560539
3.23232323232323,0.0210910512710444,0.0214655134170652,0.0207165891250236,3.23232323232323,0.0218138555883458,0.0222809452880297,0.0213467658886619
3.43434343434343,0.0206056069048014,0.0209567940832335,0.0202544197263693,3.43434343434344,0.0210560336622432,0.0214802554881675,0.020631811836319
3.63636363636364,0.0201201625385583,0.0204488538272713,0.0197914712498454,3.63636363636363,0.0203415401450662,0.020726988824633,0.0199560914654994
3.83838383838384,0.0196347181723153,0.0199418638799925,0.019327572464638,3.83838383838384,0.0196656872566785,0.0200164169277907,0.0193149575855662
4.04040404040404,0.0191492738060722,0.0194360385209542,0.0188625090911902,4.04040404040404,0.0190245091019245,0.0193446347123858,0.0187043834914633
4.24242424242424,0.0186638294398292,0.0189316437619747,0.0183960151176836,4.24242424242425,0.0184146206592767,0.018708406456187,0.0181208348623665
4.44444444444444,0.0181783850735861,0.0184290043347758,0.0179277658123964,4.44444444444445,0.0178331096032985,0.0181050320744538,0.0175611871321432
4.64646464646465,0.017692940707343,0.0179285049459284,0.0174573764687577,4.64646464646465,0.0172774521934745,0.017532216561245,0.017022687825704
4.84848484848485,0.0172074963411,0.0174305792862335,0.0169844133959664,4.84848484848485,0.016745447077291,0.0169879335873525,0.0165029605672296
5.05050505050505,0.0167220519748569,0.0169356789483567,0.0165084250013572,5.05050505050505,0.0162351626155033,0.0164702902106904,0.0160000350203162
5.25252525252525,0.0162366076086139,0.0164442177256409,0.0160289974915869,5.25252525252525,0.0157448945446371,0.0159774185591552,0.0155123705301191
5.45454545454545,0.0157511632423708,0.0159564981664956,0.015545828318246,5.45454545454546,0.0152731316340114,0.0155074254515962,0.0150388378164267
5.65656565656566,0.0152657188761278,0.0154726437294605,0.015058794022795,5.65656565656566,0.0148185275915016,0.0150584098037361,0.0145786453792671
5.85858585858586,0.0147802745098847,0.0149925675909691,0.0145679814288003,5.85858585858585,0.0143798779014569,0.0146285244824384,0.0141312313204754
6.06060606060606,0.0142948301436416,0.0145159947952339,0.0140736654920494,6.06060606060606,0.0139561005908698,0.0142160436211518,0.0136961575605878
6.26262626262626,0.0138093857773986,0.014042525751319,0.0135762458034782,6.26262626262627,0.0135462201504851,0.0138194075375603,0.0132730327634099
6.46464646464646,0.0133239414111555,0.0135717108306838,0.0130761719916273,6.46464646464647,0.0131493540095159,0.0134372384788077,0.0128614695402241
6.66666666666667,0.0128384970449125,0.0131031101900039,0.012573883899821,6.66666666666667,0.0127647010922438,0.0130683342241869,0.0124610679603007
6.86868686868687,0.0123530526786694,0.0126363291184683,0.0120697762388706,6.86868686868686,0.0123915320834134,0.0127116498701783,0.0120714142966486
7.07070707070707,0.0118676083124264,0.0121710320419254,0.0115641845829273,7.07070707070706,0.0120291811050804,0.0123662757559396,0.0116920864542212
7.27272727272727,0.0113821639461833,0.011706942903921,0.0110573849884456,7.27272727272728,0.0116770385662363,0.0120314160466148,0.0113226610858578
7.47474747474747,0.0108967195799402,0.0112438388341503,0.0105496003257302,7.47474747474747,0.0113345449923327,0.0117063699219835,0.0109627200626818
7.67676767676768,0.0104112752136972,0.0107815415710476,0.0100410088563468,7.67676767676769,0.0110011856778486,0.0113905158567426,0.0106118554989546
7.87878787878788,0.00992583084745414,0.010319908971201,0.00953175272370729,7.87878787878787,0.0106764860335824,0.0110832988009221,0.0102696732662428
8.08080808080808,0.00944038648121108,0.00985882758021334,0.00902194538220883,8.08080808080807,0.0103600075230947,0.0107842198286686,0.00993579521752076
8.28282828282828,0.00895494211496803,0.00939820651974318,0.00851167771019287,8.28282828282827,0.0100513441009888,0.0104928277913311,0.00960986041064644
8.48484848484848,0.00846949774872497,0.00893797262023379,0.00800102287721615,8.48484848484848,0.00975011908044689,0.0102087125612983,0.00929152559959545
8.68686868686869,0.00798405338248191,0.00847806661248473,0.00749004015247909,8.6868686868687,0.00945598236940005,0.00993149952648677,0.00898046521231334
8.88888888888889,0.00749860901623886,0.00801844017256609,0.00697877785991162,8.88888888888889,0.0091686080244687,0.00966084506654181,0.00867637098239559
9.09090909090909,0.0070131646499958,0.00755905363527328,0.00646727566471832,9.09090909090909,0.0088876920798151,0.00939643280212641,0.00837895135750379
9.29292929292929,0.00652772028375274,0.00709987422360995,0.00595556634389554,9.29292929292929,0.00861295061464468,0.00913797045673257,0.0080879307725568
9.4949494949495,0.00604227591750969,0.00664087467379727,0.0054436771612221,9.49494949494948,0.0083441180285536,0.00888518720759353,0.00780304884951368
9.6969696969697,0.00555683155126663,0.00618203216279228,0.00493163093974099,9.69696969696969,0.0080809454984612,0.00863783143054787,0.00752405956637454
9.8989898989899,0.00507138718502358,0.00572332746738318,0.00441944690266397,9.89898989898988,0.00782319959465746,0.00839566876509738,0.00725073042421754
10.1010101010101,0.00458594281878052,0.00526474430107286,0.00390714133648818,10.1010101010101,0.00757066103667346,0.00815848044207291,0.006982841631274
10.3030303030303,0.00410049845253747,0.00480626878802168,0.00339472811705325,10.3030303030303,0.0073231235723587,0.00792606182858601,0.0067201853161314
10.5050505050505,0.00361505408629441,0.00434788904317407,0.00288221912941475,10.5050505050505,0.00708039296580727,0.00769822115428892,0.00646256477732561
10.7070707070707,0.00312960972005135,0.00388959483509519,0.00236962460500751,10.7070707070707,0.00684228608169053,0.0074747783901346,0.00620979377324645
10.9090909090909,0.0026441653538083,0.00343137731360036,0.00185695339401623,10.9090909090909,0.00660863005518162,0.00725556425636722,0.00596169585399601
11.1111111111111,0.00215872098756524,0.00297322878843593,0.00134421318669455,11.1111111111111,0.00637926153804747,0.00704041934078977,0.00571810373530516
11.3131313131313,0.00167327662132218,0.00251514254841915,0.000831410694225217,11.3131313131313,0.00615402601267177,0.00682919331174244,0.0054788587136011
11.5151515151515,0.00118783225507913,0.0020571127128271,0.000318551797331153,11.5151515151515,0.00593277716679388,0.00662174421290941,0.00524381012067835
11.7171717171717,0.00070238788883607,0.00159913410863647,-0.000194358330964328,11.7171717171717,0.00571537632262705,0.00641793782921319,0.00501281481604091
11.9191919191919,0.000216943522593013,0.00114120216859972,-0.000707315123413698,11.9191919191919,0.00550169191477703,0.00621764711477832,0.00478573671477574
12.1212121212121,-0.00026850084365004,0.000683312846206377,-0.00122031453350646,12.1212121212121,0.00529159901203998,0.00602075167534511,0.00456244634873484
12.3232323232323,-0.000753945209893098,0.000225462544398288,-0.00173335296418448,12.3232323232323,0.00508497887872638,0.00582713729865388,0.00434282045879888
12.5252525252525,-0.00123938957613616,-0.000232351944454905,-0.00224642720781741,12.5252525252525,0.00488171857165522,0.00563669552726126,0.00412674161604918
12.7272727272727,-0.00172483394237921,-0.000690133489317384,-0.00275953439544103,12.7272727272727,0.00468171056939218,0.00544932326902594,0.00391409786975843
12.9292929292929,-0.00221027830862227,-0.00114788466359299,-0.00327267195365154,12.9292929292929,0.00448485243068608,0.005264922441152,0.00370478242022015
13.1313131313131,-0.00269572267486532,-0.00160560778187518,-0.00378583756785546,13.1313131313131,0.00429104647938604,0.00508339964421989,0.00349869331455219
13.3333333333333,-0.00318116704110838,-0.00206330493139748,-0.00429902915081927,13.3333333333333,0.00410019951341399,0.00490466586309486,0.00329573316373311
13.5353535353535,-0.00366661140735144,-0.00252097799904677,-0.0048122448156561,13.5353535353535,0.0039122225356211,0.00472863619199103,0.00309580887925117
13.7373737373737,-0.00415205577359449,-0.00297862869464654,-0.00532548285254245,13.7373737373737,0.00372703050458354,0.00455522958130133,0.00289883142786574
13.9393939393939,-0.00463750013983755,-0.00343625857109254,-0.00583874170858255,13.9393939393939,0.00354454210358997,0.00438436860408649,0.00270471560309346
14.1414141414141,-0.0051229445060806,-0.00389386904182234,-0.00635201997033886,14.1414141414142,0.0033646795262505,0.00421597924036083,0.00251337981214017
14.3434343434343,-0.00560838887232366,-0.00435146139601867,-0.00686531634862866,14.3434343434344,0.00318736827731251,0.00404999067752383,0.00232474587710119
14.5454545454545,-0.00609383323856671,-0.00480903681187986,-0.00737862966525357,14.5454545454545,0.00301253698740649,0.00388633512546773,0.00213873884934526
14.7474747474747,-0.00657927760480977,-0.00526659636823623,-0.00789195884138331,14.7474747474747,0.00284011724056947,0.00372494764505201,0.00195528683608694
14.949494949495,-0.00706472197105283,-0.0057241410547463,-0.00840530288735936,14.949494949495,0.00267004341350278,0.00356576598877388,0.00177432083823169
15.1515151515152,-0.00755016633729588,-0.00618167178087034,-0.00891866089372143,15.1515151515152,0.0025022525256187,0.00340873045258485,0.00159577459865256
15.3535353535354,-0.00803561070353894,-0.0066391893837878,-0.00943203202329008,15.3535353535353,0.00233668409901876,0.00325378373791143,0.00141958446012609
15.5555555555556,-0.008521055069782,-0.00709669463540004,-0.00994541550416396,15.5555555555555,0.00217328002762455,0.00310087082303157,0.00124568923221753
15.7575757575758,-0.00900649943602505,-0.00755418824853867,-0.0104588106235114,15.7575757575758,0.00201198445475256,0.00294993884304182,0.00107403006646329
15.959595959596,-0.00949194380226811,-0.0080116708824822,-0.010972216722054,15.9595959595959,0.00185274365848745,0.00280093697772407,0.00090455033925083
16.1616161616162,-0.00997738816851117,-0.00846914314786864,-0.0114856331891537,16.1616161616162,0.00169550594426481,0.00265381634668553,0.000737195541844083
16.3636363636364,-0.0104628325347542,-0.00892660561107968,-0.0119990594584288,16.3636363636363,0.00154022154412691,0.00250852991120558,0.000571913177048238
16.5656565656566,-0.0109482769009973,-0.00938405879816117,-0.0125124950038334,16.5656565656566,0.00138684252215888,0.00236503238227257,0.000408652662045196
16.7676767676768,-0.0114337212672403,-0.00984150319833586,-0.0130259393361448,16.7676767676768,0.00123532268565718,0.00222328013434315,0.000247365236971207
16.969696969697,-0.0119191656334834,-0.0102989392671569,-0.0135393919998099,16.969696969697,0.00108561750161702,0.00208323112439537,8.80038788386565e-05
17.1717171717172,-0.0124046099997264,-0.0107563674293438,-0.0140528525701091,17.1717171717172,0.000937684018162311,0.00194484481588689,-6.94767795622648e-05
17.3737373737374,-0.0128900543659695,-0.0112137880813382,-0.0145663206506008,17.3737373737374,0.000791480790570219,0.0018080821072609,-0.00022512052612046
17.5757575757576,-0.0133754987322126,-0.0116712015936098,-0.0150797958708153,17.5757575757576,0.000646967811572341,0.00167290526467471,-0.000378969641530028
17.7777777777778,-0.0138609430984556,-0.0121286083127414,-0.0155932778841699,17.7777777777777,0.000504106445638862,0.00153927785865162,-0.000531064967373893
17.979797979798,-0.0143463874646987,-0.012586008563317,-0.0161067663660804,17.979797979798,0.000362859366975568,0.0014071647043822,-0.000681445970431067
18.1818181818182,-0.0148318318309417,-0.0130434026496343,-0.0166202610122492,18.1818181818182,0.000223190500985222,0.00127653180542375,-0.000830150803453304
18.3838383838384,-0.0153172761971848,-0.0135007908572598,-0.0171337615371098,18.3838383838384,8.50649689631244e-05,0.00114734630056586,-0.000977216362639611
18.5858585858586,-0.0158027205634278,-0.013958173454444,-0.0176472676724117,18.5858585858586,-5.15509641851967e-05,0.00101957641364938,-0.00112267834201977
18.7878787878788,-0.0162881649296709,-0.0144155506934099,-0.0181607791659319,18.7878787878788,-0.000186689939399485,0.000893191406142884,-0.00126657128494185
18.989898989899,-0.016773609295914,-0.0148729228115295,-0.0186742957802984,18.989898989899,-0.000320383550276273,0.000768161532294409,-0.00140892863284695
19.1919191919192,-0.017259053662157,-0.0153302900323971,-0.0191878172919169,19.1919191919192,-0.00045266238740247,0.000644457996692772,-0.00154978277149771
19.3939393939394,-0.0177444980284001,-0.0157876525668127,-0.0197013434899875,19.3939393939394,-0.000583556080368676,0.000522052914082142,-0.00168916507481949
19.5959595959596,-0.0182299423946431,-0.0162450106136809,-0.0202148741756054,19.5959595959596,-0.000713093337604633,0.000400919271288508,-0.00182710594649777
19.7979797979798,-0.0187153867608862,-0.0167023643608367,-0.0207284091609356,19.7979797979798,-0.000841301984172418,0.000281030891124095,-0.00196363485946893
20,-0.0192008311271292,-0.017159713985803,-0.0212419482684555,20,-0.000968208997640723,0.000162362398147928,-0.00209878039342937
